id;name;intensidade;sport_type;start_date;distance_km;moving_time_sec;elapsed_time_sec;elevation_gain;average_heartrate;max_heartrate;average_cadence;average_speed;max_speed;pace_sec_km;pace_formatted;efficiency_index;calories;suffer_score;pr_count;achievement_count;latitude;longitude;weather_temp;weather_feels_like;weather_humidity;weather_precipitation;weather_rain;weather_wind_speed;weather_wind_gusts;weather_code;weather_condition
14650829822;longo;forte;Run;31/05/2025 07:12:00;21.16;5749;5757;49.8;166.4;204.0;89.0;3.68;5.044;272;04:31;16.328;1467.0;244.0;1;6;-28.455.035;-49.028.584;9.2;7.6;93.0;0.0;0.0;7.3;14.0;3.0;Nublado
14670163867;Intervalado;muito forte;Run;02/06/2025 05:08:00;10.29;3245;3250;60.7;163.6;188.0;87.1;3.17;3.775;315;05:15;19.279;749.0;129.0;0;0;-28.455.075;-49.028.555;10.1;9.1;94.0;0.0;0.0;5.6;11.5;0.0;Desconhecido
14680614496;Intervalado;muito forte;Run;03/06/2025 05:18:00;10.45;2860;3021;46.2;163.6;188.0;86.4;3.654;5.8;274;04:33;1.673;744.0;112.0;0;0;-2.845.482;-49.030.026;15.9;17.1;97.0;1.1;1.1;4.6;8.6;55.0;Garoa densa
14709395296;regenerativo;leve;Run;04/06/2025 06:11:00;10.01;3132;3142;37.0;145.5;161.0;86.1;3.195;3.955;313;05:12;21.505;691.0;57.0;0;0;-28.454.598;-49.029.611;15.3;16.2;96.0;0.0;0.0;4.8;10.8;1.0;Principalmente limpo
14709398531;longo morro;moderado;Run;05/06/2025 19:47:00;11.01;3424;3424;317.4;165.2;191.0;84.1;3.216;4.7;311;05:10;18.826;850.0;142.0;1;3;-28.455.094;-49.031.139;17.1;18.7;97.0;0.0;0.0;5.3;12.2;3.0;Nublado
14721744089;Moderado;moderado firme;Run;07/06/2025 05:48:00;16.0;4227;4361;68.3;163.0;187.0;87.5;3.785;5.46;264;04:24;16.209;1100.0;158.0;0;2;-28.454.821;-49.029.039;15.4;15.4;81.0;0.0;0.0;4.3;9.7;3.0;Nublado
14743955526;regenerativo;leve;Run;09/06/2025 05:22:00;10.01;3156;3156;34.5;148.2;160.0;85.6;3.17;3.813;315;05:15;21.275;711.0;67.0;0;0;-28.455.086;-4.902.858;13.7;13.0;91.0;0.0;0.0;9.8;19.1;1.0;Principalmente limpo
14753184193;moderado;moderado;Run;10/06/2025 06:30:00;10.62;2952;3573;54.2;132.9;163.0;85.7;3.598;6.586;278;04:37;20.918;641.0;23.0;0;0;-28.454.767;-4.902.944;12.7;11.7;89.0;0.0;0.0;9.0;18.7;0.0;Desconhecido
14774339129;fartlek;forte;Run;12/06/2025 05:06:00;12.01;3268;3268;37.2;157.8;180.0;87.2;3.675;5.08;272;04:32;17.243;820.0;104.0;1;3;-28.455.049;-49.028.629;10.6;9.3;91.0;0.0;0.0;7.4;14.4;2.0;Parcialmente nublado
14784839224;regenerativo;leve;Run;13/06/2025 05:42:00;11.5;4002;4002;43.0;142.7;157.0;85.2;2.874;3.683;348;05:48;24.387;824.0;57.0;0;0;-28.454.841;-49.028.965;10.2;8.9;89.0;0.0;0.0;6.9;13.7;0.0;Desconhecido
14798499095;longo morro;moderado;Run;14/06/2025 11:13:00;18.01;5887;6110;553.7;160.5;185.0;84.1;3.059;4.92;327;05:26;20.368;1388.0;147.0;0;4;-28.023.807;-49.371.225;9.9;8.1;99.0;0.1;0.1;12.7;39.2;51.0;Garoa leve
14832187093;regenerativo;leve;Run;17/06/2025 05:04:00;7.6;2277;2745;17.8;129.9;156.0;85.4;3.339;5.929;300;04:59;23.064;463.0;10.0;0;0;-28.454.933;-49.028.404;15.9;15.9;95.0;0.0;0.0;11.4;21.2;3.0;Nublado
14863863411;regenerativo;leve;Run;20/06/2025 17:11:00;8.01;2482;2537;4.2;153.3;173.0;84.3;3.228;4.76;310;05:09;20.215;568.0;44.0;0;2;-28.478.734;-49.003.719;16.5;18.6;100.0;0.0;0.0;1.8;5.4;3.0;Nublado
14869212844;Teste;muito forte;Run;21/06/2025 07:50:00;8.3;2345;2569;17.0;156.5;175.0;87.6;3.541;5.567;282;04:42;18.051;586.0;50.0;0;3;-28.454.765;-49.028.785;16.0;15.5;75.0;0.0;0.0;7.3;16.6;0.0;Desconhecido
14901366933;regenerativo;leve;Run;23/06/2025 18:14:00;10.01;3091;3158;5.7;147.4;159.0;84.7;3.237;4.625;309;05:08;2.095;702.0;33.0;1;3;-28.477.303;-49.004.227;17.2;18.5;96.0;2.5;2.5;6.6;18.7;63.0;Chuva moderada
14906193986;Intervalado;muito forte;Run;24/06/2025 19:27:00;12.48;3290;3504;38.3;166.6;191.0;88.1;3.792;5.6;264;04:23;15.822;877.0;106.0;1;1;-28.462.209;-49.024.291;8.9;5.7;83.0;0.0;0.0;15.0;30.6;0.0;Desconhecido
14916654298;regenerativo;leve;Run;25/06/2025 19:00:00;10.01;3007;3028;22.7;153.0;161.0;85.2;3.33;4.043;300;05:00;19.634;702.0;54.0;0;0;-28.454.969;-49.028.604;4.8;1.4;74.0;0.0;0.0;9.0;16.9;0.0;Desconhecido
14919785442;longo morro;moderado;Run;26/06/2025 05:04:00;12.01;3383;3427;200.2;172.7;190.0;85.8;3.549;4.567;282;04:41;16.312;897.0;134.0;2;4;-28.455.322;-49.031.174;11.9;10.0;79.0;0.0;0.0;9.5;19.4;1.0;Principalmente limpo
14941131698;longo morro;moderado;Run;28/06/2025 07:14:00;16.01;5200;5234;642.5;169.5;192.0;83.8;3.079;5.16;325;05:24;19.162;1257.0;187.0;2;2;-28.455.275;-49.030.946;10.4;8.8;84.0;0.0;0.0;7.2;14.0;3.0;Nublado
14966956155;regenerativo;leve;Run;30/06/2025 18:09:00;12.01;3644;3693;7.9;150.3;163.0;84.8;3.297;5.08;303;05:03;20.186;825.0;51.0;0;1;-28.477.684;-49.004.716;11.1;9.8;83.0;0.0;0.0;6.4;18.4;0.0;Desconhecido
14970790804;Intervalado;muito forte;Run;01/07/2025 05:13:00;12.01;3365;3693;14.7;159.1;189.0;84.0;3.57;5.917;280;04:40;17.612;863.0;77.0;0;0;-28.462.255;-49.024.351;8.6;5.4;64.0;0.0;0.0;9.7;18.7;0.0;Desconhecido
14988637943;regenerativo;leve;Run;02/07/2025 18:43:00;10.01;3020;3020;5.0;149.7;159.0;83.7;3.315;3.63;302;05:01;20.154;687.0;39.0;0;0;-28.514.124;-49.003.221;5.2;1.9;71.0;0.0;0.0;8.0;15.1;0.0;Desconhecido
14992324659;moderado;moderado firme;Run;03/07/2025 05:54:00;12.01;2927;2927;31.4;170.4;187.0;90.3;4.104;6.12;244;04:03;14.302;788.0;104.0;0;4;-28.455.001;-49.028.646;11.2;9.6;77.0;0.0;0.0;6.0;13.7;2.0;Parcialmente nublado
15014555585;longo;forte;Run;05/07/2025 08:21:00;18.03;4563;4661;31.7;170.3;190.0;88.7;3.952;6.217;253;04:13;14.862;1218.0;164.0;0;1;-2.845.497;-49.028.624;13.0;11.8;86.0;0.0;0.0;9.5;20.2;3.0;Nublado
15014555509;regenerativo;leve;Run;05/07/2025 09:39:00;1.8;523;523;5.1;159.9;168.0;86.7;3.449;3.944;291;04:50;18.174;130.0;13.0;0;0;-28.463.776;-49.016.725;13.0;11.8;86.0;0.0;0.0;9.5;20.2;3.0;Nublado
15034878910;regenerativo;leve;Run;07/07/2025 05:12:00;10.01;3000;3000;24.8;149.7;163.0;86.4;3.336;4.4;300;04:59;2.002;697.0;39.0;0;1;-28.454.998;-49.028.605;9.2;8.0;95.0;0.0;0.0;6.1;12.2;0.0;Desconhecido
15043313699;Intervalado;muito forte;Run;08/07/2025 05:23:00;10.0;2545;2767;29.5;165.2;190.0;90.4;3.931;5.34;254;04:14;15.406;701.0;74.0;1;1;-28.462.183;-49.024.182;9.9;8.8;94.0;0.0;0.0;6.0;12.2;0.0;Desconhecido
15066125664;Fartlek;forte;Run;10/07/2025 05:21:00;12.01;3111;3111;20.6;157.2;175.0;89.6;3.86;5.078;259;04:19;16.476;824.0;66.0;0;0;-28.454.771;-49.028.799;8.9;7.8;100.0;0.0;0.0;5.5;10.4;3.0;Nublado
15076769529;regenerativo;leve;Run;11/07/2025 05:00:00;13.01;3905;3905;22.6;144.6;159.0;86.6;3.331;4.62;300;05:00;20.761;859.0;28.0;0;2;-28.454.877;-49.028.685;11.1;10.9;99.0;0.0;0.0;3.1;7.6;2.0;Parcialmente nublado
15088609624;longo;forte;Run;12/07/2025 07:36:00;18.0;4463;4468;33.1;170.7;191.0;90.0;4.034;4.678;248;04:07;14.523;1231.0;166.0;0;1;-28.454.997;-49.028.675;12.2;12.3;97.0;0.0;0.0;3.6;7.2;1.0;Principalmente limpo
15108307688;regenerativo;leve;Run;14/07/2025 05:08:00;12.01;3599;3599;31.5;140.1;149.0;86.6;3.336;4.457;300;04:59;21.392;772.0;16.0;0;0;-28.455.001;-49.028.605;14.2;14.2;85.0;0.0;0.0;3.6;6.1;0.0;Desconhecido
15119298527;fartlek;forte;Run;15/07/2025 05:00:00;10.43;2833;2833;13.2;154.7;179.0;88.6;3.68;5.113;272;04:31;17.557;700.0;54.0;0;1;-28.455.004;-4.902.866;12.9;13.3;98.0;0.0;0.0;3.2;5.8;0.0;Desconhecido
15141866814;longo morro;moderado;Run;17/07/2025 05:00:00;12.01;3462;3462;368.6;171.5;197.0;86.3;3.47;4.913;288;04:48;1.681;903.0;135.0;5;5;-2.845.505;-49.028.582;16.0;15.1;77.0;0.0;0.0;11.0;20.5;3.0;Nublado
15152606660;regenerativo;leve;Run;18/07/2025 05:07:00;10.01;3001;3004;27.7;142.7;156.0;87.6;3.335;4.3;300;04:59;21.009;676.0;33.0;0;0;-28.454.784;-49.028.746;14.4;15.1;95.0;0.1;0.1;3.5;6.8;51.0;Garoa leve
15164416661;longo morro;moderado;Run;19/07/2025 07:08:00;15.01;4898;4947;570.3;168.5;202.0;85.5;3.064;4.88;326;05:26;19.365;1222.0;202.0;1;4;-28.454.999;-49.028.556;11.6;10.7;89.0;0.0;0.0;5.4;11.9;0.0;Desconhecido
15184458931;regenerativo;leve;Run;21/07/2025 05:23:00;10.85;3286;3286;26.0;149.2;167.0;87.5;3.302;3.855;303;05:02;20.302;759.0;62.0;0;1;-28.454.765;-49.028.816;9.9;9.3;96.0;0.0;0.0;3.6;7.6;0.0;Desconhecido
15203760436;fartlek;forte;Run;22/07/2025 19:21:00;10.84;2818;2821;7.2;162.4;187.0;89.4;3.845;6.22;260;04:19;1.601;726.0;89.0;7;8;-28.483.819;-49.013.361;11.4;11.2;93.0;0.0;0.0;1.5;6.1;3.0;Nublado
15241216702;regenerativo;leve;Run;26/07/2025 08:30:00;6.0;1786;1832;13.3;151.2;162.0;87.9;3.362;4.55;298;04:57;19.689;427.0;37.0;0;0;-28.454.777;-49.028.809;14.6;14.8;94.0;0.0;0.0;6.1;11.9;1.0;Principalmente limpo
15252212650;prova garopaba run;muito forte;Run;27/07/2025 08:00:00;8.5;2295;2819;122.7;169.9;195.0;85.8;3.705;5.56;270;04:30;15.892;653.0;99.0;1;2;-28.023.565;-48.614.104;15.5;15.6;97.0;0.0;0.0;11.1;19.8;3.0;Nublado
15271879845;regenerativo;leve;Run;29/07/2025 05:04:00;11.01;3319;3352;22.8;148.2;160.0;88.9;3.318;4.043;302;05:01;20.344;754.0;59.0;0;0;-28.455.011;-49.028.573;13.9;9.1;58.0;0.0;0.0;25.6;51.8;1.0;Principalmente limpo
15292771302;regenerativo;leve;Run;30/07/2025 18:46:00;10.01;3094;3094;19.5;151.3;162.0;87.5;3.235;3.671;309;05:09;2.043;699.0;65.0;0;0;-28.454.742;-49.028.798;10.2;7.0;65.0;0.0;0.0;12.5;24.5;0.0;Desconhecido
15295454771;Intervalado;muito forte;Run;31/07/2025 05:53:00;10.75;3021;3224;18.9;158.2;186.0;86.9;3.559;5.7;281;04:41;17.762;782.0;82.0;0;1;-28.454.782;-49.028.804;8.9;7.5;88.0;0.0;0.0;4.6;9.4;0.0;Desconhecido
15317532253;Progressivo;forte;Run;02/08/2025 06:50:00;16.01;4038;4050;48.1;166.6;186.0;90.3;3.964;5.26;252;04:12;15.138;1094.0;155.0;0;0;-28.455.027;-49.028.615;15.6;14.3;83.0;0.0;0.0;14.8;28.8;3.0;Nublado
15338449296;regenerativo;leve;Run;04/08/2025 05:07:00;10.01;3022;3022;25.7;139.3;150.0;86.1;3.312;3.8;302;05:01;21.673;657.0;19.0;0;1;-28.455.065;-4.902.859;17.0;17.9;95.0;0.0;0.0;8.2;17.3;3.0;Nublado
15478414836;regenerativo;leve;Run;16/08/2025 09:22:00;8.0;3214;3218;201.4;161.1;184.0;82.6;2.491;3.471;402;06:41;24.941;707.0;103.0;0;1;-28.455.014;-49.028.605;14.0;13.6;88.0;0.0;0.0;7.1;13.7;3.0;Nublado
15498462657;regenerativo;leve;Run;18/08/2025 05:59:00;10.01;2983;2983;25.7;152.5;163.0;86.8;3.355;3.79;298;04:58;19.541;701.0;69.0;0;1;-28.454.824;-4.902.872;13.6;13.7;93.0;0.0;0.0;3.8;8.6;1.0;Principalmente limpo
15530113003;Intervalado;muito forte;Run;20/08/2025 18:53:00;10.76;3360;3404;6.2;162.2;204.0;82.8;3.203;5.5;312;05:12;19.254;798.0;104.0;0;0;-28.455.614;-49.028.706;18.6;18.0;81.0;0.0;0.0;16.3;36.0;3.0;Nublado
15540780329;moderado;moderado;Run;21/08/2025 18:28:00;6.01;1738;1738;0.0;156.8;172.0;86.4;3.457;4.017;289;04:49;18.444;425.0;47.0;0;0;-28.477.425;-49.004.312;15.4;15.4;87.0;0.0;0.0;6.5;13.0;0.0;Desconhecido
15544560069;regenerativo;leve;Run;22/08/2025 05:58:00;4.01;1194;1194;5.9;154.2;171.0;87.9;3.357;4.011;298;04:57;19.313;284.0;28.0;0;0;-28.454.972;-49.028.707;16.4;16.2;91.0;0.0;0.0;12.8;25.2;2.0;Parcialmente nublado
15568337567;prova unimed;muito forte;Run;24/08/2025 07:36:00;9.74;2270;2270;8.0;181.7;196.0;89.1;4.293;4.922;233;03:53;12.829;668.0;141.0;2;6;-28.469.804;-48.988.624;11.6;9.8;95.0;3.7;3.7;14.5;32.4;63.0;Chuva moderada
15598056486;regenerativo;leve;Run;26/08/2025 18:09:00;12.0;3533;3549;9.8;153.1;168.0;85.6;3.397;4.65;294;04:54;19.229;842.0;83.0;0;0;-28.477.288;-49.004.161;12.1;12.3;97.0;0.2;0.2;2.7;6.1;51.0;Garoa leve
15621106870;Intervalado;muito forte;Run;28/08/2025 18:51:00;11.13;3041;3106;16.0;158.5;184.0;85.6;3.661;5.2;273;04:33;17.237;781.0;88.0;0;0;-28.455.109;-49.028.587;15.4;16.6;97.0;0.3;0.3;2.5;5.0;51.0;Garoa leve
15624717691;regenerativo;leve;Run;29/08/2025 06:22:00;10.01;2948;2948;5.6;155.3;169.0;86.4;3.394;4.267;294;04:54;18.963;698.0;74.0;0;0;-28.478.819;-49.003.929;13.9;14.7;99.0;0.0;0.0;3.1;7.6;0.0;Desconhecido
15648173225;longo morro;moderado;Run;31/08/2025 08:12:00;15.01;4349;4356;400.2;172.6;200.0;86.4;3.451;5.4;290;04:49;16.784;1143.0;204.0;0;3;-2.845.477;-49.028.857;17.3;18.3;96.0;0.0;0.0;8.9;19.8;3.0;Nublado
15664717987;regenerativo;leve;Run;01/09/2025 18:19:00;11.01;3288;3308;11.8;150.3;165.0;84.7;3.348;4.817;299;04:58;19.867;770.0;66.0;0;1;-2.847.634;-49.006.908;17.9;18.1;93.0;0.1;0.1;14.7;29.2;51.0;Garoa leve
15676388441;fartlek;forte;Run;02/09/2025 18:11:00;14.02;3758;3780;14.2;160.0;187.0;87.5;3.729;5.2;268;04:28;1.675;958.0;116.0;4;11;-28.477.309;-4.900.421;18.6;18.7;90.0;0.0;0.0;16.0;33.8;3.0;Nublado
15680575789;regenerativo;leve;Run;03/09/2025 05:51:00;10.01;3093;3093;12.8;151.4;168.0;86.7;3.237;3.725;309;05:08;2.041;716.0;67.0;0;0;-2.845.475;-49.028.842;19.9;19.8;81.0;0.0;0.0;16.7;33.1;3.0;Nublado
15692244539;moderado;moderado firme;Run;04/09/2025 05:43:00;12.02;3166;3166;27.5;165.1;186.0;88.1;3.796;4.8;263;04:23;15.954;818.0;120.0;1;2;-28.454.773;-49.028.775;19.8;20.5;85.0;0.0;0.0;13.0;26.6;3.0;Nublado
15716587254;longo;forte;Run;06/09/2025 08:33:00;18.01;4496;4540;34.6;158.6;184.0;90.2;4.006;4.96;250;04:09;15.738;1233.0;125.0;3;4;-28.455.069;-4.902.863;10.6;8.4;88.0;0.0;0.0;12.1;24.1;3.0;Nublado
15746182335;Regenerativo;leve;Run;08/09/2025 19:58:00;12.01;3690;3721;26.5;142.8;155.0;85.0;3.254;3.733;307;05:07;21.513;812.0;37.0;0;0;-28.454.761;-49.028.842;16.3;15.6;84.0;0.0;0.0;12.8;25.2;3.0;Nublado
15749826470;Intervalado;muito forte;Run;09/09/2025 06:33:00;11.07;2869;3193;0.0;165.9;194.0;88.9;3.859;5.65;259;04:19;15.624;803.0;109.0;2;4;-28.476.906;-49.003.734;19.2;20.5;88.0;0.0;0.0;8.8;23.8;3.0;Nublado
15769455101;Regenerativo;leve;Run;10/09/2025 18:55:00;10.01;3284;3386;4.7;136.6;157.0;85.0;3.047;4.25;328;05:28;24.019;693.0;25.0;0;0;-28.483.291;-49.013.636;11.1;10.9;95.0;0.0;0.0;2.7;8.6;0.0;Desconhecido
15772961492;moderado;forte;Run;11/09/2025 05:53:00;11.0;3005;3005;25.2;156.1;177.0;89.6;3.66;5.28;273;04:33;17.502;754.0;75.0;0;0;-28.454.866;-49.028.768;12.1;10.8;80.0;0.0;0.0;6.6;13.0;0.0;Desconhecido
15784381655;moderado;moderado;Run;12/09/2025 06:37:00;10.0;2945;2969;7.5;150.0;165.0;87.2;3.396;4.133;294;04:54;19.633;685.0;59.0;0;0;-28.476.945;-49.003.777;15.1;14.7;87.0;0.0;0.0;9.7;20.9;2.0;Parcialmente nublado
15808768606;progressivo;forte;Run;14/09/2025 08:49:00;16.0;4147;4147;29.2;160.6;182.0;88.4;3.859;4.686;259;04:19;16.139;1095.0;127.0;1;2;-28.454.897;-49.028.771;13.5;13.0;89.0;0.0;0.0;7.2;14.4;1.0;Principalmente limpo
15817427118;Regenerativo;Leve;Run;15/09/2025 06:17:00;12.01;3553;3553;24.1;147.5;162.0;86.7;3.38;3.986;296;04:55;20.054;829.0;58.0;0;0;-28.454.747;-4.903.003;16.4;16.2;85.0;0.0;0.0;9.5;18.4;3.0;Nublado
15828804757;Intervalado;muito forte;Run;16/09/2025 06:31:00;11.0;2943;3225;0.0;165.4;198.0;85.7;3.739;6.217;268;04:27;16.173;809.0;106.0;0;2;-284.778;-49.004.833;17.1;18.2;98.0;0.2;0.2;9.1;16.6;51.0;Garoa leve
15847996818;Regenerativo;leve;Run;17/09/2025 18:55:00;10.01;3224;3245;18.6;136.5;157.0;82.9;3.104;4.243;322;05:22;23.597;669.0;21.0;0;0;-28.485.038;-49.010.467;17.6;17.7;92.0;0.0;0.0;14.2;37.8;3.0;Nublado
15851658407;longo morro;moderado;Run;18/09/2025 05:46:00;12.01;3219;3219;185.9;161.2;188.0;86.1;3.73;5.283;268;04:28;16.625;856.0;99.0;0;1;-28.454.984;-4.902.865;17.0;18.4;95.0;0.0;0.0;5.6;14.4;0.0;Desconhecido
15863299472;Regenerativo;leve;Run;19/09/2025 06:40:00;10.0;2893;2893;12.3;147.9;163.0;85.7;3.458;4.213;289;04:49;19.561;688.0;52.0;0;0;-28.477.596;-49.004.594;18.0;19.4;96.0;0.0;0.0;8.8;23.4;3.0;Nublado
15877019319;longo;forte;Run;20/09/2025 09:33:00;21.14;5544;5681;31.3;173.7;190.0;87.5;3.814;5.24;262;04:22;15.101;1482.0;284.0;0;3;-28.454.766;-49.028.906;16.7;18.6;98.0;0.0;0.0;2.5;4.3;0.0;Desconhecido
15915306733;Regenerativo;leve;Run;23/09/2025 18:59:00;10.6;3187;3329;86.4;140.4;180.0;84.4;3.327;6.5;301;05:00;21.417;708.0;36.0;0;0;-28.455.032;-49.028.569;11.2;10.7;95.0;0.0;0.0;4.8;11.9;0.0;Desconhecido
15919321636;Intervalado;muito forte;Run;24/09/2025 06:36:00;10.0;2929;2953;12.4;150.4;163.0;87.6;3.415;4.45;293;04:52;19.475;691.0;64.0;0;0;-28.477.757;-49.004.756;12.4;11.2;73.0;0.0;0.0;3.3;6.8;0.0;Desconhecido
15930039224;moderado ;moderado;Run;25/09/2025 05:59:00;12.53;3372;3372;26.7;152.7;169.0;87.2;3.715;5.12;269;04:29;17.623;862.0;75.0;0;0;-28.454.739;-49.028.895;15.9;15.0;69.0;0.0;0.0;6.3;13.0;3.0;Nublado
15953629359;longo;forte;Run;27/09/2025 09:42:00;16.21;4382;4480;27.7;172.2;193.0;88.8;3.698;5.063;270;04:30;15.697;1155.0;207.0;1;9;-28.454.957;-49.028.667;13.5;13.0;86.0;0.0;0.0;6.1;18.0;0.0;Desconhecido
15981232720;Regenerativo;leve;Run;29/09/2025 19:47:00;12.0;3544;3544;27.4;142.8;160.0;85.3;3.387;4.57;295;04:55;20.679;785.0;38.0;0;0;-28.454.808;-49.028.714;17.0;18.4;93.0;0.0;0.0;4.9;13.7;0.0;Desconhecido
15996268570;Intervalado;muito forte;Run;01/10/2025 06:00:00;12.22;3107;3732;11.0;158.1;188.0;87.1;3.934;6.74;254;04:14;16.085;894.0;85.0;0;0;-28.454.766;-49.028.864;18.5;20.6;98.0;1.3;1.3;6.7;13.3;61.0;Chuva leve
16007619868;moderado ;moderado firme;Run;02/10/2025 06:31:00;8.52;2216;2216;6.1;160.5;176.0;88.7;3.846;5.086;260;04:20;16.206;570.0;68.0;0;4;-28.477.751;-49.004.765;17.6;19.4;92.0;0.0;0.0;3.0;9.7;3.0;Nublado
16018503500;Regenerativo;leve;Run;03/10/2025 06:51:00;5.48;1597;1608;3.9;148.7;158.0;86.3;3.434;4.44;291;04:51;19.597;382.0;32.0;0;0;-28.476.326;-4.899.581;19.4;20.9;95.0;0.0;0.0;11.5;23.4;3.0;Nublado
16040944213;prova unimed;muito forte;Run;05/10/2025 07:31:00;10.06;2327;2327;8.7;156.4;168.0;89.7;4.322;5.567;231;03:51;14.789;659.0;63.0;1;2;-28.476.459;-48.995.974;19.8;20.7;92.0;0.0;0.0;15.6;37.8;1.0;Principalmente limpo
16060744174;Regenerativo;leve;Run;07/10/2025 05:51:00;10.0;2980;2986;94.7;145.6;158.0;85.0;3.357;4.75;298;04:58;20.467;682.0;46.0;0;0;-23.626.925;-46.664.585;21.6;22.3;70.0;0.0;0.0;9.5;29.2;3.0;Nublado
16105613651;longo morro;moderado;Run;11/10/2025 08:28:00;16.01;5181;5190;523.0;171.4;187.0;83.8;3.09;5.34;324;05:23;1.888;1330.0;243.0;1;6;-28.455.091;-49.028.641;17.1;17.3;88.0;0.0;0.0;10.7;21.6;1.0;Principalmente limpo
16125158470;longo morro;moderado firme;Run;13/10/2025 06:02:00;12.01;3520;3520;23.9;148.0;157.0;85.9;3.412;3.856;293;04:53;19.804;805.0;67.0;0;0;-28.454.788;-49.028.791;18.0;20.8;99.0;0.0;0.0;0.5;8.3;0.0;Desconhecido
16135589884;Intervalado;muito forte;Run;14/10/2025 06:04:00;11.4;2913;3024;21.5;154.3;171.0;88.8;3.912;5.86;256;04:15;16.559;788.0;70.0;0;1;-28.454.777;-490.288;16.5;18.4;100.0;0.0;0.0;1.8;6.1;3.0;Nublado
16157664250;progressivo;forte;Run;16/10/2025 05:50:00;14.04;3574;3574;24.2;158.5;183.0;88.4;3.927;5.086;255;04:14;16.063;961.0;102.0;0;2;-28.454.758;-49.028.901;16.9;17.2;85.0;0.0;0.0;8.1;17.3;0.0;Desconhecido
16195181237;longo;moderado;Run;19/10/2025 15:16:00;21.16;5654;5697;43.9;168.1;194.0;87.5;3.743;4.729;267;04:27;15.895;1471.0;238.0;0;0;-28.462.723;-49.024.958;14.7;12.8;76.0;0.0;0.0;13.8;29.5;1.0;Principalmente limpo
16209345876;moderado ;forte;Run;21/10/2025 06:24:00;14.01;3335;3369;5.0;160.3;185.0;89.7;4.201;5.16;238;03:58;14.847;941.0;102.0;7;15;-28.477.408;-49.004.382;15.1;14.6;79.0;0.0;0.0;6.3;16.2;1.0;Principalmente limpo
16240043719;Intervalado;muito forte;Run;24/10/2025 06:35:00;10.01;2616;2638;5.6;161.8;183.0;87.9;3.825;5.757;261;04:21;1.615;687.0;85.0;4;8;-2.847.775;-49.004.781;17.7;17.6;84.0;0.0;0.0;12.2;25.6;3.0;Nublado
16261789889;longo;forte;Run;26/10/2025 08:16:00;18.01;4863;4873;29.8;159.4;186.0;87.4;3.704;4.813;270;04:30;16.939;1229.0;149.0;0;3;-28.454.985;-49.028.605;19.0;21.4;93.0;0.0;0.0;3.1;5.8;3.0;Nublado
16279599935;Intervalado;muito forte;Run;28/10/2025 06:09:00;11.23;3139;3508;29.1;149.0;173.0;85.5;3.577;5.743;280;04:39;18.758;780.0;56.0;0;0;-2.845.473;-49.028.858;17.8;18.8;86.0;0.0;0.0;5.7;12.2;3.0;Nublado
16309909332;Regenerativo;leve;Run;31/10/2025 05:59:00;8.02;2400;2400;17.4;145.1;159.0;86.8;3.34;3.838;299;04:59;20.627;551.0;34.0;0;0;-28.454.778;-49.028.807;15.8;17.1;97.0;0.1;0.1;2.9;4.7;51.0;Garoa leve
16330734612;Prova Farol shopping;muito forte;Run;02/11/2025 06:30:00;20.83;4994;4994;26.5;181.1;198.0;90.0;4.17;5.571;240;03:59;13.241;1427.0;316.0;5;16;-28.473.158;-4.899.509;19.1;22.0;98.0;0.0;0.0;2.4;6.5;3.0;Nublado
16360804723;regenerativo;leve;Run;05/11/2025 05:09:00;10.01;2925;2925;15.5;150.3;162.0;86.3;3.421;4.133;292;04:52;19.441;693.0;60.0;0;2;-28.455.019;-49.028.669;18.9;21.7;100.0;0.0;0.0;2.8;5.8;3.0;Nublado
16371490132;moderado ;moderado firme;Run;06/11/2025 05:07:00;13.1;3419;3419;30.2;165.7;191.0;88.1;3.83;4.825;261;04:20;15.751;913.0;132.0;0;1;-28.454.815;-49.028.844;17.4;16.0;80.0;0.0;0.0;17.8;40.3;1.0;Principalmente limpo
16392719006;longo morro;moderado;Run;08/11/2025 07:25:00;18.01;5228;5237;413.1;165.1;186.0;85.5;3.445;5.26;290;04:50;17.583;1319.0;198.0;0;3;-28.500.338;-49.067.858;16.2;15.4;97.0;0.0;0.0;19.3;45.0;2.0;Parcialmente nublado
16421865285;Intervalado;muito forte;Run;11/11/2025 05:03:00;12.71;3738;4302;16.7;138.9;178.0;82.2;3.399;6.16;294;04:54;21.174;786.0;45.0;0;0;-28.455.086;-49.028.584;13.1;12.4;81.0;0.0;0.0;5.5;11.2;0.0;Desconhecido
16444046683;moderado ;moderado firme;Run;13/11/2025 06:29:00;14.01;3524;3616;8.3;168.9;186.0;88.9;3.975;5.033;252;04:11;1.489;971.0;155.0;2;5;-2.847.775;-49.004.681;20.9;23.8;91.0;0.0;0.0;4.1;13.3;3.0;Nublado
16489739964;Regenerativo;leve;Run;17/11/2025 19:39:00;12.01;3361;3361;26.3;156.6;175.0;86.0;3.573;4.243;280;04:39;17.874;842.0;86.0;1;1;-28.455.046;-49.028.556;22.3;25.5;91.0;0.0;0.0;7.1;18.7;3.0;Nublado
16500388938;Intervalado;muito forte;Run;18/11/2025 20:19:00;12.3;3063;3681;22.5;161.5;190.0;87.9;4.016;6.02;249;04:09;15.418;923.0;99.0;0;0;-28.455.045;-49.028.507;18.0;19.9;93.0;0.3;0.3;2.9;7.9;51.0;Garoa leve
