activity_id;activity_sport_type;best_effort_id;name;distance_m;distance_km;moving_time_sec;elapsed_time_sec;pr_rank;is_pr;start_date;start_index;end_index;pace_sec_km;pace_formatted
18196430601;Run;76487889616;400m;400;0.4;76;76;;False;2026-04-21 07:52:28+00:00;267;294;190.0;3:10
18196430601;Run;76487889617;1/2 mile;805;0.805;196;196;;False;2026-04-21 07:52:28+00:00;76;127;243.5;4:03
18196430601;Run;76487889618;1K;1000;1.0;243;243;;False;2026-04-21 07:52:28+00:00;70;133;243.0;4:03
18196430601;Run;76487889612;1 mile;1609;1.609;426;426;;False;2026-04-21 07:52:28+00:00;30;134;264.8;4:24
18196430601;Run;76487889613;2 mile;3219;3.219;902;902;;False;2026-04-21 07:52:28+00:00;170;475;280.2;4:40
18196430601;Run;76487889614;5K;5000;5.0;1457;1457;;False;2026-04-21 07:52:28+00:00;65;533;291.4;4:51
18196430601;Run;76487889615;10K;10000;10.0;3045;3045;;False;2026-04-21 07:52:28+00:00;70;1007;304.5;5:04
18181790145;Run;76424052840;400m;400;0.4;118;118;;False;2026-04-20 06:11:51+00:00;432;459;295.0;4:55
18181790145;Run;76424052841;1/2 mile;805;0.805;239;239;;False;2026-04-20 06:11:51+00:00;432;487;296.9;4:56
18181790145;Run;76424052842;1K;1000;1.0;299;299;;False;2026-04-20 06:11:51+00:00;423;491;299.0;4:59
18181790145;Run;76424052836;1 mile;1609;1.609;483;483;;False;2026-04-20 06:11:51+00:00;431;535;300.2;5:00
18181790145;Run;76424052837;2 mile;3219;3.219;970;970;;False;2026-04-20 06:11:51+00:00;424;634;301.3;5:01
18181790145;Run;76424052838;5K;5000;5.0;1519;1519;;False;2026-04-20 06:11:51+00:00;296;627;303.8;5:03
18181790145;Run;76424052839;10K;10000;10.0;3077;3077;;False;2026-04-20 06:11:51+00:00;1;665;307.7;5:07
18170621050;Run;76375788124;400m;400;0.4;117;117;;False;2026-04-19 07:06:24+00:00;392;420;292.5;4:52
18170621050;Run;76375788125;1/2 mile;805;0.805;238;238;;False;2026-04-19 07:06:24+00:00;369;422;295.7;4:55
18170621050;Run;76375788126;1K;1000;1.0;299;299;;False;2026-04-19 07:06:24+00:00;355;419;299.0;4:59
18170621050;Run;76375788120;1 mile;1609;1.609;484;484;;False;2026-04-19 07:06:24+00:00;523;632;300.8;5:00
18170621050;Run;76375788121;2 mile;3219;3.219;973;973;;False;2026-04-19 07:06:24+00:00;449;665;302.3;5:02
18170621050;Run;76375788122;5K;5000;5.0;1513;1513;;False;2026-04-19 07:06:24+00:00;333;665;302.6;5:02
18170621050;Run;76375788123;10K;10000;10.0;3041;3041;;False;2026-04-19 07:06:24+00:00;0;665;304.1;5:04
18157006730;Run;76307907652;400m;400;0.4;88;88;;False;2026-04-18 07:37:50+00:00;375;402;220.0;3:40
18157006730;Run;76307907653;1/2 mile;805;0.805;182;182;;False;2026-04-18 07:37:50+00:00;377;427;226.1;3:46
18157006730;Run;76307907654;1K;1000;1.0;227;227;;False;2026-04-18 07:37:50+00:00;377;440;227.0;3:47
18157006730;Run;76307907648;1 mile;1609;1.609;379;379;;False;2026-04-18 07:37:50+00:00;245;340;235.6;3:55
18157006730;Run;76307907649;2 mile;3219;3.219;776;776;;False;2026-04-18 07:37:50+00:00;163;359;241.1;4:01
18157006730;Run;76307907650;5K;5000;5.0;1269;1269;;False;2026-04-18 07:37:50+00:00;123;443;253.8;4:13
18157006730;Run;76307907651;10K;10000;10.0;2762;2762;;False;2026-04-18 07:37:50+00:00;71;719;276.2;4:36
18129364246;Run;76193596484;400m;400;0.4;96;96;;False;2026-04-16 06:07:23+00:00;85;110;240.0;4:00
18129364246;Run;76193596485;1/2 mile;805;0.805;196;196;;False;2026-04-16 06:07:23+00:00;692;747;243.5;4:03
18129364246;Run;76193596486;1K;1000;1.0;247;247;;False;2026-04-16 06:07:23+00:00;668;738;247.0;4:07
18129364246;Run;76193596480;1 mile;1609;1.609;399;399;;False;2026-04-16 06:07:23+00:00;632;742;248.0;4:07
18129364246;Run;76193596481;2 mile;3219;3.219;836;836;;False;2026-04-16 06:07:23+00:00;529;742;259.7;4:19
18129364246;Run;76193596482;5K;5000;5.0;1349;1349;;False;2026-04-16 06:07:23+00:00;400;749;269.8;4:29
18129364246;Run;76193596483;10K;10000;10.0;3003;3003;;False;2026-04-16 06:07:23+00:00;3;750;300.3;5:00
18102135782;Run;76086755064;400m;400;0.4;83;83;;False;2026-04-14 06:16:10+00:00;595;620;207.5;3:27
18102135782;Run;76086755065;1/2 mile;805;0.805;168;168;;False;2026-04-14 06:16:10+00:00;562;617;208.7;3:28
18102135782;Run;76086755066;1K;1000;1.0;208;208;;False;2026-04-14 06:16:10+00:00;647;713;208.0;3:28
18102135782;Run;76086755061;1 mile;1609;1.609;396;396;;False;2026-04-14 06:16:10+00:00;561;676;246.1;4:06
18102135782;Run;76086755062;2 mile;3219;3.219;860;860;;False;2026-04-14 06:16:10+00:00;559;796;267.2;4:27
18102135782;Run;76086755063;5K;5000;5.0;1456;1456;;False;2026-04-14 06:16:10+00:00;419;821;291.2;4:51
18078635673;Run;75990292630;400m;400;0.4;105;105;;False;2026-04-12 07:23:03+00:00;629;655;262.5;4:22
18078635673;Run;75990292631;1/2 mile;805;0.805;222;222;;False;2026-04-12 07:23:03+00:00;63;115;275.8;4:35
18078635673;Run;75990292632;1K;1000;1.0;283;283;;False;2026-04-12 07:23:03+00:00;56;121;283.0;4:43
18078635673;Run;75990292625;1 mile;1609;1.609;465;465;;False;2026-04-12 07:23:03+00:00;470;585;289.0;4:48
18078635673;Run;75990292626;2 mile;3219;3.219;955;955;;False;2026-04-12 07:23:03+00:00;450;681;296.7;4:56
18078635673;Run;75990292627;5K;5000;5.0;1682;1682;;False;2026-04-12 07:23:03+00:00;271;662;336.4;5:36
18078635673;Run;75990292628;10K;10000;10.0;3595;3595;;False;2026-04-12 07:23:03+00:00;34;880;359.5;5:59
18078635673;Run;75990292629;15K;15000;15.0;5481;5481;;False;2026-04-12 07:23:03+00:00;5;1317;365.4;6:05
18038413512;Run;75808931422;400m;400;0.4;100;100;;False;2026-04-09 06:05:35+00:00;83;109;250.0;4:10
18038413512;Run;75808931423;1/2 mile;805;0.805;201;201;;False;2026-04-09 06:05:35+00:00;83;134;249.7;4:09
18038413512;Run;75808931424;1K;1000;1.0;246;246;;False;2026-04-09 06:05:35+00:00;179;255;246.0;4:06
18038413512;Run;75808931418;1 mile;1609;1.609;413;413;;False;2026-04-09 06:05:35+00:00;308;413;256.7;4:16
18038413512;Run;75808931419;2 mile;3219;3.219;831;831;;False;2026-04-09 06:05:35+00:00;189;415;258.2;4:18
18038413512;Run;75808931420;5K;5000;5.0;1377;1377;;False;2026-04-09 06:05:35+00:00;71;460;275.4;4:35
18038413512;Run;75808931421;10K;10000;10.0;2981;2981;;False;2026-04-09 06:05:35+00:00;1;846;298.1;4:58
18024694399;Run;75756023182;400m;400;0.4;117;117;;False;2026-04-08 06:30:40+00:00;174;198;292.5;4:52
18024694399;Run;75756023183;1/2 mile;805;0.805;237;237;;False;2026-04-08 06:30:40+00:00;174;223;294.4;4:54
18024694399;Run;75756023184;1K;1000;1.0;295;295;;False;2026-04-08 06:30:40+00:00;390;452;295.0;4:55
18024694399;Run;75756023178;1 mile;1609;1.609;476;476;;False;2026-04-08 06:30:40+00:00;175;278;295.8;4:55
18024694399;Run;75756023179;2 mile;3219;3.219;958;958;;False;2026-04-08 06:30:40+00:00;388;598;297.6;4:57
18024694399;Run;75756023180;5K;5000;5.0;1492;1492;;False;2026-04-08 06:30:40+00:00;327;654;298.4;4:58
18024694399;Run;75756023181;10K;10000;10.0;3011;3011;;False;2026-04-08 06:30:40+00:00;0;661;301.1;5:01
17985527366;Run;75600414666;400m;400;0.4;83;83;;False;2026-04-05 06:59:17+00:00;10;38;207.5;3:27
17985527366;Run;75600414667;1/2 mile;805;0.805;170;170;;False;2026-04-05 06:59:17+00:00;10;61;211.2;3:31
17985527366;Run;75600414668;1K;1000;1.0;212;212;;False;2026-04-05 06:59:17+00:00;13;76;212.0;3:32
17985527366;Run;75600414663;1 mile;1609;1.609;344;344;;False;2026-04-05 06:59:17+00:00;10;114;213.8;3:33
17985527366;Run;75600414664;2 mile;3219;3.219;698;698;1.0;True;2026-04-05 06:59:17+00:00;7;223;216.8;3:36
17985527366;Run;75600414665;5K;5000;5.0;1098;1098;1.0;True;2026-04-05 06:59:17+00:00;3;339;219.6;3:39
17985527108;Run;75600413095;400m;400;0.4;124;124;;False;2026-04-05 06:35:19+00:00;134;162;310.0;5:10
17985527108;Run;75600413096;1/2 mile;805;0.805;267;267;;False;2026-04-05 06:35:19+00:00;56;120;331.7;5:31
17985527108;Run;75600413097;1K;1000;1.0;331;331;;False;2026-04-05 06:35:19+00:00;89;164;331.0;5:31
17985527108;Run;75600413094;1 mile;1609;1.609;538;538;;False;2026-04-05 06:35:19+00:00;36;162;334.4;5:34
17960712109;Run;75484219790;400m;400;0.4;136;136;;False;2026-04-03 07:43:44+00:00;343;371;340.0;5:40
17960712109;Run;75484219791;1/2 mile;805;0.805;277;277;;False;2026-04-03 07:43:44+00:00;323;379;344.1;5:44
17960712109;Run;75484219792;1K;1000;1.0;344;344;;False;2026-04-03 07:43:44+00:00;314;385;344.0;5:44
17960712109;Run;75484219787;1 mile;1609;1.609;559;559;;False;2026-04-03 07:43:44+00:00;279;396;347.4;5:47
17960712109;Run;75484219788;2 mile;3219;3.219;1122;1122;;False;2026-04-03 07:43:44+00:00;156;393;348.6;5:48
17960712109;Run;75484219789;5K;5000;5.0;1754;1754;;False;2026-04-03 07:43:44+00:00;18;385;350.8;5:50
17960704597;Run;75484184651;400m;400;0.4;93;93;;False;2026-04-03 07:05:28+00:00;350;376;232.5;3:52
17960704597;Run;75484184652;1/2 mile;805;0.805;187;187;;False;2026-04-03 07:05:28+00:00;342;393;232.3;3:52
17960704597;Run;75484184653;1K;1000;1.0;233;233;;False;2026-04-03 07:05:28+00:00;331;395;233.0;3:53
17960704597;Run;75484184648;1 mile;1609;1.609;378;378;;False;2026-04-03 07:05:28+00:00;291;392;234.9;3:54
17960704597;Run;75484184649;2 mile;3219;3.219;787;787;;False;2026-04-03 07:05:28+00:00;189;392;244.5;4:04
17960704597;Run;75484184650;5K;5000;5.0;1273;1273;;False;2026-04-03 07:05:28+00:00;141;466;254.6;4:14
17935647437;Run;75383227775;400m;400;0.4;122;122;;False;2026-04-01 06:38:46+00:00;106;133;305.0;5:05
17935647437;Run;75383227776;1/2 mile;805;0.805;247;247;;False;2026-04-01 06:38:46+00:00;428;481;306.8;5:06
17935647437;Run;75383227777;1K;1000;1.0;307;307;;False;2026-04-01 06:38:46+00:00;406;473;307.0;5:07
17935647437;Run;75383227771;1 mile;1609;1.609;497;497;;False;2026-04-01 06:38:46+00:00;390;497;308.9;5:08
17935647437;Run;75383227772;2 mile;3219;3.219;999;999;;False;2026-04-01 06:38:46+00:00;268;482;310.3;5:10
17935647437;Run;75383227773;5K;5000;5.0;1557;1557;;False;2026-04-01 06:38:46+00:00;176;512;311.4;5:11
17935647437;Run;75383227774;10K;10000;10.0;3151;3151;;False;2026-04-01 06:38:46+00:00;1;681;315.1;5:15
17931259530;Run;75366383411;400m;400;0.4;84;84;;False;2026-03-31 19:01:51+00:00;464;491;210.0;3:30
17931259530;Run;75366383412;1/2 mile;805;0.805;171;171;;False;2026-03-31 19:01:51+00:00;436;489;212.4;3:32
17931259530;Run;75366383413;1K;1000;1.0;214;214;;False;2026-03-31 19:01:51+00:00;420;484;214.0;3:34
17931259530;Run;75366383407;1 mile;1609;1.609;347;347;;False;2026-03-31 19:01:51+00:00;391;495;215.7;3:35
17931259530;Run;75366383408;2 mile;3219;3.219;786;786;;False;2026-03-31 19:01:51+00:00;246;489;244.2;4:04
17931259530;Run;75366383409;5K;5000;5.0;1370;1370;;False;2026-03-31 19:01:51+00:00;99;493;274.0;4:34
17931259530;Run;75366383410;10K;10000;10.0;3071;3071;;False;2026-03-31 19:01:51+00:00;1;875;307.1;5:07
17894486356;Run;75206689760;400m;400;0.4;100;100;;False;2026-03-28 19:11:34+00:00;728;752;250.0;4:10
17894486356;Run;75206689761;1/2 mile;805;0.805;204;204;;False;2026-03-28 19:11:34+00:00;714;765;253.4;4:13
17894486356;Run;75206689762;1K;1000;1.0;253;253;;False;2026-03-28 19:11:34+00:00;726;789;253.0;4:13
17894486356;Run;75206689754;1 mile;1609;1.609;412;412;;False;2026-03-28 19:11:34+00:00;724;824;256.1;4:16
17894486356;Run;75206689755;2 mile;3219;3.219;828;828;;False;2026-03-28 19:11:34+00:00;726;928;257.2;4:17
17894486356;Run;75206689756;5K;5000;5.0;1294;1294;;False;2026-03-28 19:11:34+00:00;668;984;258.8;4:18
17894486356;Run;75206689757;10K;10000;10.0;2611;2611;;False;2026-03-28 19:11:34+00:00;335;965;261.1;4:21
17894486356;Run;75206689758;15K;15000;15.0;3942;3942;;False;2026-03-28 19:11:34+00:00;139;1084;262.8;4:22
17894486356;Run;75206689759;10 mile;16090;16.09;4244;4244;;False;2026-03-28 19:11:34+00:00;77;1094;263.8;4:23
17863245972;Run;75073509700;400m;400;0.4;89;89;;False;2026-03-26 06:36:02+00:00;491;517;222.5;3:42
17863245972;Run;75073509701;1/2 mile;805;0.805;180;180;;False;2026-03-26 06:36:02+00:00;470;519;223.6;3:43
17863245972;Run;75073509702;1K;1000;1.0;222;222;;False;2026-03-26 06:36:02+00:00;460;518;222.0;3:42
17863245972;Run;75073509697;1 mile;1609;1.609;387;387;;False;2026-03-26 06:36:02+00:00;301;400;240.5;4:00
17863245972;Run;75073509698;2 mile;3219;3.219;789;789;;False;2026-03-26 06:36:02+00:00;200;403;245.1;4:05
17863245972;Run;75073509699;5K;5000;5.0;1250;1250;;False;2026-03-26 06:36:02+00:00;204;518;250.0;4:10
17838077635;Run;74975431334;400m;400;0.4;84;84;;False;2026-03-24 06:53:02+00:00;32;57;210.0;3:30
17838077635;Run;74975431335;1/2 mile;805;0.805;169;169;;False;2026-03-24 06:53:02+00:00;36;92;209.9;3:29
17838077635;Run;74975431336;1K;1000;1.0;210;210;;False;2026-03-24 06:53:02+00:00;34;103;210.0;3:30
17838077635;Run;74975431331;1 mile;1609;1.609;340;340;3.0;True;2026-03-24 06:53:02+00:00;1;120;211.3;3:31
17838077635;Run;74975431332;2 mile;3219;3.219;782;782;;False;2026-03-24 06:53:02+00:00;0;259;242.9;4:02
17838077635;Run;74975431333;5K;5000;5.0;1297;1297;;False;2026-03-24 06:53:02+00:00;3;378;259.4;4:19
17838077724;Run;74975431616;400m;400;0.4;105;105;;False;2026-03-24 06:39:00+00:00;88;113;262.5;4:22
17838077724;Run;74975431617;1/2 mile;805;0.805;213;213;;False;2026-03-24 06:39:00+00:00;74;129;264.6;4:24
17838077724;Run;74975431618;1K;1000;1.0;266;266;;False;2026-03-24 06:39:00+00:00;72;139;266.0;4:26
17838077724;Run;74975431615;1 mile;1609;1.609;457;457;;False;2026-03-24 06:39:00+00:00;31;140;284.0;4:44
17825615224;Run;74929755282;400m;400;0.4;117;117;;False;2026-03-23 06:35:29+00:00;105;132;292.5;4:52
17825615224;Run;74929755283;1/2 mile;805;0.805;241;241;;False;2026-03-23 06:35:29+00:00;99;158;299.4;4:59
17825615224;Run;74929755284;1K;1000;1.0;303;303;;False;2026-03-23 06:35:29+00:00;99;170;303.0;5:03
17825615224;Run;74929755279;1 mile;1609;1.609;491;491;;False;2026-03-23 06:35:29+00:00;292;397;305.2;5:05
17825615224;Run;74929755280;2 mile;3219;3.219;987;987;;False;2026-03-23 06:35:29+00:00;197;408;306.6;5:06
17825615224;Run;74929755281;5K;5000;5.0;1536;1536;;False;2026-03-23 06:35:29+00:00;104;437;307.2;5:07
17800955923;Run;74813657913;400m;400;0.4;101;101;;False;2026-03-21 06:26:33+00:00;1016;1043;252.5;4:12
17800955923;Run;74813657914;1/2 mile;805;0.805;204;204;;False;2026-03-21 06:26:33+00:00;1009;1062;253.4;4:13
17800955923;Run;74813657915;1K;1000;1.0;255;255;;False;2026-03-21 06:26:33+00:00;984;1050;255.0;4:15
17800955923;Run;74813657908;1 mile;1609;1.609;411;411;;False;2026-03-21 06:26:33+00:00;958;1063;255.4;4:15
17800955923;Run;74813657909;2 mile;3219;3.219;856;856;;False;2026-03-21 06:26:33+00:00;855;1067;265.9;4:25
17800955923;Run;74813657910;5K;5000;5.0;1382;1382;;False;2026-03-21 06:26:33+00:00;730;1070;276.4;4:36
17800955923;Run;74813657911;10K;10000;10.0;3028;3028;;False;2026-03-21 06:26:33+00:00;343;1068;302.8;5:02
17800955923;Run;74813657912;15K;15000;15.0;4634;4634;;False;2026-03-21 06:26:33+00:00;2;1071;308.9;5:08
17776917819;Run;74715445955;400m;400;0.4;104;104;;False;2026-03-19 06:33:45+00:00;577;604;260.0;4:20
17776917819;Run;74715445956;1/2 mile;805;0.805;223;223;;False;2026-03-19 06:33:45+00:00;468;523;277.0;4:37
17776917819;Run;74715445957;1K;1000;1.0;283;283;;False;2026-03-19 06:33:45+00:00;210;281;283.0;4:43
17776917819;Run;74715445952;1 mile;1609;1.609;458;458;;False;2026-03-19 06:33:45+00:00;493;609;284.6;4:44
17776917819;Run;74715445953;2 mile;3219;3.219;937;937;;False;2026-03-19 06:33:45+00:00;364;609;291.1;4:51
17776917819;Run;74715445954;5K;5000;5.0;1458;1458;;False;2026-03-19 06:33:45+00:00;233;610;291.6;4:51
17773005205;Run;74700586681;400m;400;0.4;122;122;;False;2026-03-18 18:58:33+00:00;14;44;305.0;5:05
17773005205;Run;74700586682;1/2 mile;805;0.805;251;251;;False;2026-03-18 18:58:33+00:00;521;574;311.8;5:11
17773005205;Run;74700586683;1K;1000;1.0;312;312;;False;2026-03-18 18:58:33+00:00;538;603;312.0;5:12
17773005205;Run;74700586678;1 mile;1609;1.609;506;506;;False;2026-03-18 18:58:33+00:00;503;612;314.5;5:14
17773005205;Run;74700586679;2 mile;3219;3.219;1026;1026;;False;2026-03-18 18:58:33+00:00;380;610;318.7;5:18
17773005205;Run;74700586680;5K;5000;5.0;1622;1622;;False;2026-03-18 18:58:33+00:00;259;613;324.4;5:24
17751841109;Run;74617607091;400m;400;0.4;81;81;;False;2026-03-17 06:34:45+00:00;207;232;202.5;3:22
17751841109;Run;74617607092;1/2 mile;805;0.805;168;168;;False;2026-03-17 06:34:45+00:00;185;244;208.7;3:28
17751841109;Run;74617607093;1K;1000;1.0;210;210;;False;2026-03-17 06:34:45+00:00;169;245;210.0;3:30
17751841109;Run;74617607088;1 mile;1609;1.609;402;402;;False;2026-03-17 06:34:45+00:00;198;332;249.8;4:09
17751841109;Run;74617607089;2 mile;3219;3.219;812;812;;False;2026-03-17 06:34:45+00:00;169;440;252.3;4:12
17751841109;Run;74617607090;5K;5000;5.0;1330;1330;;False;2026-03-17 06:34:45+00:00;200;630;266.0;4:26
17729319819;Run;74526737149;400m;400;0.4;97;97;;False;2026-03-15 06:57:16+00:00;933;958;242.5;4:02
17729319819;Run;74526737150;1/2 mile;805;0.805;196;196;;False;2026-03-15 06:57:16+00:00;935;984;243.5;4:03
17729319819;Run;74526737151;1K;1000;1.0;245;245;;False;2026-03-15 06:57:16+00:00;938;1001;245.0;4:05
17729319819;Run;74526737144;1 mile;1609;1.609;399;399;;False;2026-03-15 06:57:16+00:00;900;1001;248.0;4:07
17729319819;Run;74526737145;2 mile;3219;3.219;808;808;;False;2026-03-15 06:57:16+00:00;790;1002;251.0;4:11
17729319819;Run;74526737146;5K;5000;5.0;1315;1315;;False;2026-03-15 06:57:16+00:00;672;1003;263.0;4:23
17729319819;Run;74526737147;10K;10000;10.0;2697;2697;;False;2026-03-15 06:57:16+00:00;339;1000;269.7;4:29
17729319819;Run;74526737148;15K;15000;15.0;4180;4180;;False;2026-03-15 06:57:16+00:00;2;1002;278.7;4:38
17706065214;Run;74419079719;400m;400;0.4;120;120;;False;2026-03-13 06:35:11+00:00;123;152;300.0;5:00
17706065214;Run;74419079720;1/2 mile;805;0.805;242;242;;False;2026-03-13 06:35:11+00:00;453;506;300.6;5:00
17706065214;Run;74419079721;1K;1000;1.0;302;302;;False;2026-03-13 06:35:11+00:00;435;502;302.0;5:02
17706065214;Run;74419079716;1 mile;1609;1.609;490;490;;False;2026-03-13 06:35:11+00:00;377;484;304.5;5:04
17706065214;Run;74419079717;2 mile;3219;3.219;990;990;;False;2026-03-13 06:35:11+00:00;304;514;307.5;5:07
17706065214;Run;74419079718;5K;5000;5.0;1553;1553;;False;2026-03-13 06:35:11+00:00;216;544;310.6;5:10
17694835328;Run;74376378191;400m;400;0.4;92;92;;False;2026-03-12 06:27:30+00:00;208;234;230.0;3:50
17694835328;Run;74376378192;1/2 mile;805;0.805;187;187;;False;2026-03-12 06:27:30+00:00;188;239;232.3;3:52
17694835328;Run;74376378193;1K;1000;1.0;236;236;;False;2026-03-12 06:27:30+00:00;174;239;236.0;3:56
17694835328;Run;74376378187;1 mile;1609;1.609;385;385;;False;2026-03-12 06:27:30+00:00;132;241;239.3;3:59
17694835328;Run;74376378188;2 mile;3219;3.219;810;810;;False;2026-03-12 06:27:30+00:00;191;410;251.6;4:11
17694835328;Run;74376378189;5K;5000;5.0;1244;1244;;False;2026-03-12 06:27:30+00:00;77;423;248.8;4:08
17694835328;Run;74376378190;10K;10000;10.0;2615;2615;;False;2026-03-12 06:27:30+00:00;60;744;261.5;4:21
17678424944;Run;74313833651;400m;400;0.4;86;86;;False;2026-03-10 18:25:14+00:00;668;699;215.0;3:35
17678424944;Run;74313833652;1/2 mile;805;0.805;175;175;;False;2026-03-10 18:25:14+00:00;641;700;217.4;3:37
17678424944;Run;74313833653;1K;1000;1.0;218;218;;False;2026-03-10 18:25:14+00:00;622;691;218.0;3:38
17678424944;Run;74313833648;1 mile;1609;1.609;355;355;;False;2026-03-10 18:25:14+00:00;569;675;220.6;3:40
17678424944;Run;74313833649;2 mile;3219;3.219;941;941;;False;2026-03-10 18:25:14+00:00;440;699;292.3;4:52
17678424944;Run;74313833650;5K;5000;5.0;1494;1494;;False;2026-03-10 18:25:14+00:00;236;694;298.8;4:58
17635125143;Run;74127797939;400m;400;0.4;91;91;;False;2026-03-07 08:04:14+00:00;274;296;227.5;3:47
17635125143;Run;74127797940;1/2 mile;805;0.805;184;184;;False;2026-03-07 08:04:14+00:00;270;315;228.6;3:48
17635125143;Run;74127797941;1K;1000;1.0;230;230;;False;2026-03-07 08:04:14+00:00;263;319;230.0;3:50
17635125143;Run;74127797934;1 mile;1609;1.609;381;381;;False;2026-03-07 08:04:14+00:00;228;318;236.8;3:56
17635125143;Run;74127797935;2 mile;3219;3.219;793;793;;False;2026-03-07 08:04:14+00:00;128;320;246.3;4:06
17635125143;Run;74127797936;5K;5000;5.0;1299;1299;;False;2026-03-07 08:04:14+00:00;178;493;259.8;4:19
17635125143;Run;74127797937;10K;10000;10.0;2655;2655;;False;2026-03-07 08:04:14+00:00;156;795;265.5;4:25
17635125143;Run;74127797938;15K;15000;15.0;4119;4119;;False;2026-03-07 08:04:14+00:00;59;1024;274.6;4:34
17610827041;Run;74029550329;400m;400;0.4;100;100;;False;2026-03-05 06:04:47+00:00;518;542;250.0;4:10
17610827041;Run;74029550330;1/2 mile;805;0.805;202;202;;False;2026-03-05 06:04:47+00:00;510;560;250.9;4:10
17610827041;Run;74029550331;1K;1000;1.0;252;252;;False;2026-03-05 06:04:47+00:00;478;544;252.0;4:12
17610827041;Run;74029550325;1 mile;1609;1.609;407;407;;False;2026-03-05 06:04:47+00:00;463;565;253.0;4:12
17610827041;Run;74029550326;2 mile;3219;3.219;829;829;;False;2026-03-05 06:04:47+00:00;354;560;257.5;4:17
17610827041;Run;74029550327;5K;5000;5.0;1332;1332;;False;2026-03-05 06:04:47+00:00;304;632;266.4;4:26
17610827041;Run;74029550328;10K;10000;10.0;3127;3127;;False;2026-03-05 06:04:47+00:00;2;704;312.7;5:12
17585718297;Run;73933505047;400m;400;0.4;81;81;;False;2026-03-03 06:38:42+00:00;461;487;202.5;3:22
17585718297;Run;73933505048;1/2 mile;805;0.805;174;174;;False;2026-03-03 06:38:42+00:00;313;377;216.1;3:36
17585718297;Run;73933505049;1K;1000;1.0;219;219;;False;2026-03-03 06:38:42+00:00;312;391;219.0;3:39
17585718297;Run;73933505044;1 mile;1609;1.609;402;402;;False;2026-03-03 06:38:42+00:00;260;396;249.8;4:09
17585718297;Run;73933505045;2 mile;3219;3.219;887;887;;False;2026-03-03 06:38:42+00:00;77;384;275.6;4:35
17585718297;Run;73933505046;5K;5000;5.0;1459;1459;;False;2026-03-03 06:38:42+00:00;110;570;291.8;4:51
17581108238;Run;73916919519;400m;400;0.4;116;116;;False;2026-03-02 18:14:12+00:00;193;223;290.0;4:50
17581108238;Run;73916919520;1/2 mile;805;0.805;235;235;;False;2026-03-02 18:14:12+00:00;389;444;291.9;4:51
17581108238;Run;73916919521;1K;1000;1.0;293;293;;False;2026-03-02 18:14:12+00:00;391;459;293.0;4:53
17581108238;Run;73916919516;1 mile;1609;1.609;474;474;;False;2026-03-02 18:14:12+00:00;387;501;294.6;4:54
17581108238;Run;73916919517;2 mile;3219;3.219;957;957;;False;2026-03-02 18:14:12+00:00;302;522;297.3;4:57
17581108238;Run;73916919518;5K;5000;5.0;1503;1503;;False;2026-03-02 18:14:12+00:00;175;524;300.6;5:00
17564213737;Run;73851500989;400m;400;0.4;107;107;;False;2026-03-01 08:08:00+00:00;888;915;267.5;4:27
17564213737;Run;73851500990;1/2 mile;805;0.805;221;221;;False;2026-03-01 08:08:00+00:00;889;947;274.5;4:34
17564213737;Run;73851500991;1K;1000;1.0;277;277;;False;2026-03-01 08:08:00+00:00;871;943;277.0;4:37
17564213737;Run;73851500984;1 mile;1609;1.609;456;456;;False;2026-03-01 08:08:00+00:00;867;981;283.4;4:43
17564213737;Run;73851500985;2 mile;3219;3.219;948;948;;False;2026-03-01 08:08:00+00:00;867;1087;294.5;4:54
17564213737;Run;73851500986;5K;5000;5.0;1486;1486;;False;2026-03-01 08:08:00+00:00;328;687;297.2;4:57
17564213737;Run;73851500987;10K;10000;10.0;3154;3154;;False;2026-03-01 08:08:00+00:00;374;1088;315.4;5:15
17564213737;Run;73851500988;15K;15000;15.0;4834;4834;;False;2026-03-01 08:08:00+00:00;2;1100;322.3;5:22
17528033046;Run;73692351347;400m;400;0.4;95;95;;False;2026-02-26 06:34:49+00:00;189;216;237.5;3:57
17528033046;Run;73692351348;1/2 mile;805;0.805;198;198;;False;2026-02-26 06:34:49+00:00;78;133;246.0;4:05
17528033046;Run;73692351349;1K;1000;1.0;247;247;;False;2026-02-26 06:34:49+00:00;77;146;247.0;4:07
17528033046;Run;73692351344;1 mile;1609;1.609;397;397;;False;2026-02-26 06:34:49+00:00;106;217;246.7;4:06
17528033046;Run;73692351345;2 mile;3219;3.219;807;807;;False;2026-02-26 06:34:49+00:00;4;227;250.7;4:10
17528033046;Run;73692351346;5K;5000;5.0;1265;1265;;False;2026-02-26 06:34:49+00:00;1;352;253.0;4:13
17503522763;Run;73599749047;400m;400;0.4;83;83;;False;2026-02-24 06:35:41+00:00;441;463;207.5;3:27
17503522763;Run;73599749048;1/2 mile;805;0.805;178;178;;False;2026-02-24 06:35:41+00:00;345;407;221.1;3:41
17503522763;Run;73599749049;1K;1000;1.0;221;221;;False;2026-02-24 06:35:41+00:00;343;418;221.0;3:41
17503522763;Run;73599749044;1 mile;1609;1.609;361;361;;False;2026-02-24 06:35:41+00:00;210;312;224.4;3:44
17503522763;Run;73599749045;2 mile;3219;3.219;882;882;;False;2026-02-24 06:35:41+00:00;216;469;274.0;4:33
